SETTLEMENT_DATE,SETTLEMENT_PERIOD,MARKET_INDEX_DATA_PROVIDER, MARKET_INDEX_VOLUME,MARKET_INDEX_PRICE
2016-01-04,46,APXMIDP ,2080.3,30.53
2016-01-04,46,N2EXMIDP,0,0
2016-01-04,47,APXMIDP ,489.55,31.02
2016-01-04,47,N2EXMIDP,0,0
2016-01-04,48,APXMIDP ,458.65,28.4
2016-01-04,48,N2EXMIDP,0,0
2016-01-05,1,APXMIDP ,479.8,28.85
2016-01-05,1,N2EXMIDP,0,0
2016-01-05,2,APXMIDP ,390.7,30.31
2016-01-05,2,N2EXMIDP,0,0
2016-01-05,3,APXMIDP ,534.5,35.21
2016-01-05,3,N2EXMIDP,0,0
2016-01-05,4,APXMIDP ,584.1,32.85
2016-01-05,4,N2EXMIDP,0,0
2016-01-05,5,APXMIDP ,545.9,31.69
2016-01-05,5,N2EXMIDP,0,0
2016-01-05,6,APXMIDP ,578.5,32.06
2016-01-05,6,N2EXMIDP,0,0
2016-01-05,7,APXMIDP ,372.4,30.98
2016-01-05,7,N2EXMIDP,0,0
2016-01-05,8,APXMIDP ,347.5,30.32
2016-01-05,8,N2EXMIDP,0,0
2016-01-05,9,APXMIDP ,324.5,29.44
2016-01-05,9,N2EXMIDP,0,0
2016-01-05,10,APXMIDP ,294.9,29.99
2016-01-05,10,N2EXMIDP,0,0
2016-01-05,11,APXMIDP ,441,33.4
2016-01-05,11,N2EXMIDP,0,0
2016-01-05,12,APXMIDP ,181.9,28.93
2016-01-05,12,N2EXMIDP,0,0
2016-01-05,13,APXMIDP ,649.15,29.08
2016-01-05,13,N2EXMIDP,0,0
2016-01-05,14,APXMIDP ,1145.9,31.57
2016-01-05,14,N2EXMIDP,0,0
2016-01-05,15,APXMIDP ,560.45,35.58
2016-01-05,15,N2EXMIDP,0,0
2016-01-05,16,APXMIDP ,716.55,35.86
2016-01-05,16,N2EXMIDP,0,0
2016-01-05,17,APXMIDP ,447.55,36.02
2016-01-05,17,N2EXMIDP,0,0
2016-01-05,18,APXMIDP ,428.8,35.27
2016-01-05,18,N2EXMIDP,0,0
2016-01-05,19,APXMIDP ,491.6,36.77
2016-01-05,19,N2EXMIDP,0,0
2016-01-05,20,APXMIDP ,529.5,36.42
2016-01-05,20,N2EXMIDP,0,0
2016-01-05,21,APXMIDP ,567.6,36.98
2016-01-05,21,N2EXMIDP,0,0
2016-01-05,22,APXMIDP ,579.8,37.03
2016-01-05,22,N2EXMIDP,0,0
2016-01-05,23,APXMIDP ,693.65,38.41
2016-01-05,23,N2EXMIDP,0,0
2016-01-05,24,APXMIDP ,669.9,38.25
2016-01-05,24,N2EXMIDP,0,0
2016-01-05,25,APXMIDP ,562.8,38.1
2016-01-05,25,N2EXMIDP,0,0
2016-01-05,26,APXMIDP ,671,38.35
2016-01-05,26,N2EXMIDP,0,0
2016-01-05,27,APXMIDP ,737.8,37.55
2016-01-05,27,N2EXMIDP,0,0
2016-01-05,28,APXMIDP ,769.7,37.72
2016-01-05,28,N2EXMIDP,0,0
2016-01-05,29,APXMIDP ,753.05,37.85
2016-01-05,29,N2EXMIDP,0,0
2016-01-05,30,APXMIDP ,761.55,37.39
2016-01-05,30,N2EXMIDP,0,0
2016-01-05,31,APXMIDP ,1518.6,38.85
2016-01-05,31,N2EXMIDP,0,0
2016-01-05,32,APXMIDP ,1337.3,40.01
2016-01-05,32,N2EXMIDP,0,0
2016-01-05,33,APXMIDP ,1145.15,43.65
2016-01-05,33,N2EXMIDP,0,0
2016-01-05,34,APXMIDP ,1135.4,49.1
2016-01-05,34,N2EXMIDP,0,0
2016-01-05,35,APXMIDP ,969.45,51.71
2016-01-05,35,N2EXMIDP,0,0
2016-01-05,36,APXMIDP ,990.65,51.09
2016-01-05,36,N2EXMIDP,0,0
2016-01-05,37,APXMIDP ,1025.45,51.56
2016-01-05,37,N2EXMIDP,0,0
2016-01-05,38,APXMIDP ,987.05,49.12
2016-01-05,38,N2EXMIDP,0,0
2016-01-05,39,APXMIDP ,1557.7,44.77
2016-01-05,39,N2EXMIDP,0,0
2016-01-05,40,APXMIDP ,1291.85,42.13
2016-01-05,40,N2EXMIDP,0,0
2016-01-05,41,APXMIDP ,1041.75,42.06
2016-01-05,41,N2EXMIDP,0,0
2016-01-05,42,APXMIDP ,1151.55,40.44
2016-01-05,42,N2EXMIDP,0,0
2016-01-05,43,APXMIDP ,1023.05,35.24
2016-01-05,43,N2EXMIDP,0,0
2016-01-05,44,APXMIDP ,1308.15,35.94
2016-01-05,44,N2EXMIDP,0,0
2016-01-05,45,APXMIDP ,1034.15,34.47
2016-01-05,45,N2EXMIDP,0,0
2016-01-05,46,APXMIDP ,1138.7,32.36
2016-01-05,46,N2EXMIDP,0,0
2016-01-05,47,APXMIDP ,600.3,32.48
2016-01-05,47,N2EXMIDP,0,0
2016-01-05,48,APXMIDP ,461.55,31.05
2016-01-05,48,N2EXMIDP,0,0
2016-01-06,1,APXMIDP ,549.8,30.52
2016-01-06,1,N2EXMIDP,0,0
2016-01-06,2,APXMIDP ,866.65,35.43
2016-01-06,2,N2EXMIDP,0,0
2016-01-06,3,APXMIDP ,388.2,33.77
2016-01-06,3,N2EXMIDP,0,0
2016-01-06,4,APXMIDP ,349.25,32.73
2016-01-06,4,N2EXMIDP,0,0
2016-01-06,5,APXMIDP ,384.2,31.53
2016-01-06,5,N2EXMIDP,0,0
2016-01-06,6,APXMIDP ,382.95,32.51
2016-01-06,6,N2EXMIDP,0,0
2016-01-06,7,APXMIDP ,544.9,32.68
2016-01-06,7,N2EXMIDP,0,0
2016-01-06,8,APXMIDP ,497.2,32.24
2016-01-06,8,N2EXMIDP,0,0
2016-01-06,9,APXMIDP ,514,32.04
2016-01-06,9,N2EXMIDP,0,0
2016-01-06,10,APXMIDP ,482.8,30.97
